text;label
Bhai mein apka buhat bra fan hon pakistan,sindh,karachii;1
#obamanewpromises chinese new year will replace the 4th of july as our independence day holiday;2
contra was added lately in this .  .  .  .  phir samajh aya tha ki laundo ko ullu bana rahe hain .  . ;0
I was out of station, came back yesterday ;1
Salman Bhai esi post ka intezaar tha thank u bhai shukriya Maherbani.;2
Mere cmnt pe na koi like krta na rply aisa kyu  ( ;0
Wo anath h jo tujse kharche karwati h ? BC cant undstand ds fuckng habit of sm gals ! Frustatd   -> .. aur aisi ladkiyo ko janm 2m jaise ladke dete ho .. Ek do baar gift karna is aceptable , but .. ;1
Abi uthi ;2
salo charas bhi ban h, to kya pina chor diya tumlogo ne? baat baat pe outrage karna band karo nhi to poore twitter ko jala dunga. #beefban;0
ab ki bar phir aap ki sarkar .   .  .  . vote for aap;1
Tu kaam karega ki nhi ? ;2
wo khubsurt tab thi jab wo indian thi ,  ab to pakistani bakri ban gai h jo ghas to bhart ka khati h or doodh sali pak ko deti h ,  or ise khubsurt khne wale murkhon jab ise 125 crod bhartiyon me koi ise pasand hi nhi aaya jo ye pak gayi ,  or soch le bakri saniya tune jise pasand kiya h na vo pahle bhi ek bharti ladka tha;0
rt @jsingh341: rt 5c5d31f19d0447d: rt smitainsan: gurmeetramrahim msg convey right msg in youth through this movie #msgyouthicon;1
Humpe chada 64 ka bhoot .. gonna let my body loose , kar ki hai thodi booze .. its Party on my Mind  -P ;2
pareshan karte rehte hai guddu ko ,  aaram se bechara match bhi nahi dhek pata . ;0
Oho .. ;1
contra mai th s power best thi .  kiyu thi ki ni ? ;2
bhai sb ye hamare comment ka nateja h ke ye kuch v fake ,  ganda news post krdete hai .  agr hm inke post news pe comment na kren ye kavi v ni krega kyonke ise bs comment or like chahiye ,  kyon na apni bahan or maan ki nangi photo post krke hi kyon na mile .  .  mai ye kahna chahta hon ke iske gande post pe na like kro na comnt .  .  khud sudhr jaenge .  . ;0
Rammi hindo salman. Kafir kuty ho tum gandooo;1
guddu khada nhi ho sakta q ki guddu ka khada ho gya h :-(;2
kashmir ka, kargil ka, mumbai ka, parliament, 9/11 ka sabka badla lega aaj tera kohli... #indvspak;0
Usme pakka hoga projectg ;1
hahah .  .  .  .  . inhi harqaton ki waja se once i lost my school sweater .  .  .  . or phir jo daant pari thi ammi ki ufffff :p :d;2
lack of communication from #nycdoe very frustrating regarding reporting time for work tomorrow .  thank you #uft and @someUSER for info;0
@someUSER next wednesday going to the disney one .  no chance avril will go to the universal night #wimp;1
he is hangging by the ladder , just luk carefully ;2
khan says chisora won't be the same after his ko vs haye - is he still dizzy from getting put on his ass on saturday ?  #idiot;0
"wish you were eating @ jackie o's today ?  come to the appalachian health summit saturday for delicious jackie o's lunch ,  &amp; health workshop :)";1
Bhaiyya main abhi to room par chhod kar agaya phone .. Dinner time par leke aajaunga ;2
rt @oyearchie_: dear pakistan, aise haraaya jaata hai. #indvssa #cwc15;0
Ok? ? ;1
Are churu ek place h Rajasthan me ;2
rt @marc__me: delhi waale tou apne baap ki nahi sunte,bukhari ki kya sunenge.;0
is jhute aadmi ko vote mat do .  agar phir cm ban gaya to delhi ka halat kharap ho jayega . ;1
ma baap se badkar is duniya me kuch nahi hai;2
To ? ;0
Awesome thought ! #Agreed wid u ( y ) . #Hats_Off ;1
help meee salman khan;2
Beta salman khbis tera film falop hoga beeee suar;0
indian air force may not go with israel a second time http/URL;1
jabi kahu ye dhoni itna slow kyo khelta hai ab .  .  . saari mehant to vha lga di .  .  . ;2
away from home  .  .  .  :(;0
Oye hoye kini khrab ldki ,request delete kr dii meriii;1
oh is it .... then try to get a job of watch man even in THAT LOCAL HOSPITAL ....... they will not let u in even FOR ANALYZING SHIT ... 3  ) ;2
Woh bhul Gaya tha lana ;0
I'm gbg to get my specs nw ;1
i remember it happen in my place also koi apni jagah se nahin hilega;2
haan sunao ... humbhi dekhen ... confessions dalne ke ilawa .. wat else u do ? ;0
Bhul mt Jana hmko ?? ;1
all aboard .  .  .  1st flight to hong kong then off to the uk from there .  .  #tweet_yah_later;2
feku ka jhutha abhiyan phir se shuru .  .  .  .  .  .  .  . ajj jhuth ki jhaadi laga de feku ne .  . ;0
duck hunt ka woh kameena kutta yaad aa gaya;1
@gurmeetramrahim dad u r loooookiiiiiing truuuuuue lovvvvvvvvvveeeeeeee chargerrrrrr woooooooooooooooouuuuw #blockbustermsg #msgincinemas;2
Wht t f**k yr avehi kuch b post kar dete h ;0
mai bhi kuch asa hi karta hu most of the tme :p :p;1
aaj khush to bahot honge #aap #aapsweep #delhidecides #aapstorm #kiskidilli #amitabhbachchan @srbachchan http://t.co/3bfdmncmdf;2
kya chutiyapa kr rha h be admin .  .  .  .  .  .  . ;0
anonymous' wikileaks like project tyler to launch in december: a hacker ,  who claims to be a member of the hackin .  .  .  http/URL;1
Ab salesar ja re hain ;2
Kutte ;0
Hurr hurr ;1
ye digvijay singh yaha v aa gya apni bakwash lekar .... . east or west modi ji is the best !. . Namo india ;2
Na na ;0
aap mere liye rkhe na naam2;1
ye gag garbage bin k itihaas me best gags me se ek h .  .  .  :);2
india 307-7 ovrs - 50.0 dfaa 307 hatya krne ka paryash.. :p #indvssa;0
May be ur parents dont realise ur value now bt sooner or later they will realise ! Have u ever tried to sit & discuss with them about this issue ?? This might help ! Attempting suicide wont solve anything !  ) ;1
but Salman bhai aap shadi q nahi karna chahte;2
bus contra aur mario hota tha !  :d;0
Bahi ke zalak sab sa aalag..... Ma to superman salman ka fan....;1
Kamaal karte ho pandey ji whr r u;2
P2 par tha Jo tune diya ;0
priyaranjan mahanta aur me kya kahu mere sapno ke saudagar;1
Agye tum log chennai se ?? ;2
Aisa kar uska band baja uski bandiyo k saamne ..... u'll feel fantastic ;0
dosto :) support aap only aap only aap;1
satak gaya hai kya banaras me kya hua tha bhul gye kya;2
Agar main sehmat hun Jo b phle se hai to ? ;0
interresting to read ,  except if you work for rim or microsoft (but it may change soon) : the mobile industry in numbers http/URL;1
Mast ;2
Missing family.badly ;0
lemme me marry uske bd dkhi jaegi ywl ...  / ;1
wait if the power is out tomorrow then i'm going to miss a new how i met your mother ,  nooooooooo;2
a delayed marksheet from cbse and the stupid policies of the university have completely ruined my career  .   .  my revised marksheet had an increase of more than 20 marks making my percentage so good that i had cleared the cut off of st stephens also for certain subjects  .  however i still couldn't make it to the college of my choice  .  two of the top 5 colleges of the uni which i went to refused to admit me saying that general quota has been over admitted already we are open only for reserved classes now  .  .  from begging to requesting  ,  appealing and even showing them the section in the du prospectus which clearly states that revised mark sheets will be considered ( it doesn't mention anything about over admission or any other condition  ?  ) speaking to hod's  ,  principals and other officials i did every possible thing  .  however all efforts went waste  .   .  today i am stuck in an off campus college which has no infrastructure no teacher's and is practically in the middle of nowhere  .  and most people of du dont even know this college exists  .  .  .  . ;0
kya baat hai great;1
[ Admin Note ] Sorry guys , haven't updated the page since the past few days , I've been very sick since I came to India ... will start posting once I get better ! ~ Ed ;2
how can arnab give 9/10 to #unionbudget2015 by @arunjaitley is still a mystery??? rejected by markets, common man! @timesnow explain?!!!;0
yaar commerce wale log aisa kya kha ke aate hein 95% toh jaise bacho ka khel ho -_-;1
Hye meri cutey;2
obama was so right. iss desh ka kya hoga. #shameless #aapstorm #aapsweep #chapelhillshooting #bihardrama http://t.co/n7x2vsetgd;0
"@pkthefilm total box office collection-1st,2nd &amp; 3rd day expected business report http://t.co/fppavfgvpw";1
#pakistan ke bache kuche tv aaj phoot jayenge #indvssa #maukamauka #thokathoka;2
thank you annaji bas yehi kafi he aur isse bada ashirwad humare liye aur kuch nhi joy anna joy aap joy kejriwal aur ha me koi jotish nhi bas apna manka sun leta hu aur kejriwal ko kehta hu ap fikr na kare app ko 36 seat milega 101%;0
Kitne din mein ho jayega ;1
this was like in the last match of india vs sa some one in commentary box said rohit is a brilliant player if he stays it would be gud for india & the next ball rohit was out . ;2
Padhai karle ;0
Koi tension nhi h ;1
Bhaijaan to gud Bhai aap bahut achche insan he;2
kise kaam.ki.nh hai jo ..;0
guddu .  .  .  u rocks .  .  . ;1
Kesi randi ka bacha,;2
Logo Uallu bna Aata hai bus 4 se 6 bje gye hai kha ho Tum....;0
the real revolution has started :d :d :d #kiskidilli #delhidecides #delhielections #ndtvresults;1
admin ..... 4head pe kis krna meanz care fo ua gf ......!!! tm jda galt na sikha0 use  / ;2
Sala kutta tera movi kon dekhe ga harami;0
listen in hour 2 for an expansive interview with poet frank x .  walker who present his works at murray state on november 1 .  #soundsgood;1
Mil gya ;2
if you call me 'good girl' one more time you may find my scolding hot coffee heading towards your crotchal region . ;0
Tumhe politicians ko mention karna cahiye tha is post main desh ko chalane wale to vo hain .. ;1
@someUSER you're saying perseverance in all instances .  that doesn't mean #occupyauc is equivalent to 25 jan revolution .  see the diff ? ;2
my roomie has a decently hot girlfriend since 2 and a half years and he's never had sex  .  i think i'm more disappointed than he is  . ;0
"valentine gift alluring pink &amp; white valentine ... - http://t.co/dw46dtwfxc #valentinesday #aapstorm #1daytomsg http://t.co/fe0nlreymq";1
Sir plz come 4pm baj gae;2
mujhe to bhai virat pe shak hai dhoni ki jalan se match harwa diya;0
hum paidaayshi actor hain boss .  . ;1
un sabko maine or meri CID team ne hi ander dala ha  ) ;2
agar pak jeeta toh kholi kahey ga.....pakistan barey larkey le kar ataq hai...cheating hai #irfaan #pakvsind #indvspak;0
modi ji black money 100 din me aanewala tha ?   ?  ?  ? ;1
@someUSER they canceled the frankie date that was supposed to be tomorrow .  so now everyone is going to the rescheduled show in south bend . ;2
supw ki to kabhi class hi ni hui :-d :-d;0
@gurmeetramrahim #msgyouthicon ye sab papaji apki rahmat se hai;1
spring break begins early 4 #raga. wish elected rep of aam admi wud spend some time on what he is meant 2 do in 1st place. #rahulonleave;2
kisi ladki ko badnaam mat karo --------------- --------------- - har ek ladki hoti hai maa-baap ki jaan facebook par photo daal na karo badnaam kya pata us din ye dharti hi hil jaye jab kisi page par tumhari bahan ki photo mil jaye us din aankhon se bebasi ke aansu mat rona mein sach kehta hu ki duniya kelogo apna zameer mat khona --------------- ------------- ye kavita (poetry) un facebook ke page admins aur users ke liye hai jo kisi ladki ka photo churakar upload karke puchte hain ki ‘how is this item ? ” is tarah ki sharmnaak post aajkal bahut zyada hone lagi hai .  agar thik lage to isko zyada se zyada share kariye dosto ,  thodi si masti ke liye kisi ki izzat se khilwaad na karo .  frndz plz mera sath do plz;0
sat here with a cuppa coffee ,  watching jeremy kyle with @someUSER #lovely;1
File an RTI and go public with this . This is UNFAIR . They can not do this to anyone . You should get what you deserve . ;2
ye feku in 4 issues ka bhi kuch nhi karne wala hai ,  lagta hai apne speech kanhi se likha ke lata hai aur rharukh khan se acting seekhke aata hai fekne ke liye;0
Kyun be ;1
instead of banning beef fully allow them to be sold in separate rooms in supermarkets similar to the manner pork is sold in uae. #beefban;2
rt @bhavpatel90: it's shocking that sa didn't even make it to 200 though #indvssa;0
atleast jise thand lagti ho use de diya karo :);1
i am going to the seminar richie hawtin (official page) is hosting at concordia this monday .  first time going to .  .  .  http/URL;2
ye unwanted log har mactch me jaroor tapkte h !  !  !  !  !  !  !  ! ;0
yaar mujhe bhi yaad aa gaya main bhi sochta tha ku mario ka compitition ho college me aur main jeet jaunga .  teri soch ko salam main akela nhi tha aisa sochne wala;1
i wanna go to chapel hill tomorrow night but its going to be so cold .  i'll just go to work instead ! ;2
lady gaga fears classmates: los angeles ,  nov 1 (ians) singer lady gaga is still in touch with some pe .  .  .  http/URL @someUSER;0
srahad par mare jawan... bhad main jaaye kisan... bhakt gaate raha modi mahaan mahaan... #landacquisitionbill @drkumarvishwas;1
Okayssd ;2
Or Kuchni ;0
@someUSER i told you shane would get his 5th-star on rivals before signing day .  @someUSER;1
jo kabhi bhi middle berth kholke so jaate hain unke liye koi rule banaya hai kya?! #railbudget2015;2
Nikal sakte ;0
Yar.. Chee ;1
agar icc iski nahi maanegi toh pakistan india ko aane waale hur world cup main walk over dega . ;2
aj apne hum sbko bht hurt kiye salman...apse ye umid nhi thi hum sb ko :-(...bt m also luv u salman...:);0
@narendramodi_1 nahi sir jis tarah ki rajneeti bjp delhi kar rahi ye nahi hoga;1
faisal bhai tussi kamaal ho ji .  . just awesome creations :);2
i guess knicks/heat is on for now .  pretty clear that tomorrow's game wasn't going to happen . ;0
Ghr Jake start kruga ;1
guddu ki halat jab normal ho jayegi tab aayega wo .  .  .  .  .  .  .  .  .  .  .  :p :p :d :d awesome garbage bin;2
Tu  kha  hai ;0
1 no trealir bhai;1
true love aur gifts ka kya relation h bhai ????? ;2
Movies laptop par ;0
bhaii ab avi jao;1
64 in 1 was the best :d :p;2
Bhai musalman hone ka to faraz nibha deta brother;0
@someUSER i think we need 3 first xi ready players in january .  that's a huge ask unless you're prepared to overpay;1
Acha bhaiyya ;2
arvind kejriwal zyaadaa gas mat chodo !  pichli baar ki tarah :(;0
Huhhh Watse our time ..... 3:30 se 4:00 Or ab tk ata pta nhi;1
heavy rain over parts of ne .  some showers in cny .  any sun ?  how about the weekend ?  your forecast first at 4am on nbc-3 !  http/URL;2
han yaar @byomkesbakshi , bichara @imro45 aaj 50 bhi nahi mar sakta........ #indvsuae;0
Aap film me bajarangi hai ki Bhai jaan;1
tera boyfriend priest lagta hai ...... r tu btameez dil btameez dil mane na maane na ...... mera wala to lallu tha usko pata h nai laga  p ;2
kab kitna karaoge..wait;0
Bhai ajao yaar;1
amit ji missing picture mei  .  .  . ;2
"#howtopissagirloff stick a dead goat through her letter box on february 14th with a note written in blood saying  "" happy valentine's day "" ";0
Shadi kab hai? ;1
aaj ki party meri taraf se nice song bhaijaan;2
kam se kam guddu k paas wicket to hain .  .  . ham to eente laga laga k kaam chalate the .  .  . aur eent ludhke naa uske liye usme kachra phasa dete the .  . :p;0
Lovaaa😜😜😜😜😜 ;1
haan sahi hai ;2
bhai bt nhii krne thii too mna kr dtee mere phn ki bttry bhi low hooo gyee... :(;0
ok! so we need david miller to extend that bat #proteafire #indvssa #savsind;1
Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........;2
aisi ummeed nhi thi aapse bhaijaan. . DIL tod diya sbka :-(;0
Yr kya chahte ho tum log .. hum log khudkhusi kr le kya ;1
mai faclulty k gate k paas hu  ,  ldkiya taad raha hu;2
select daba daba ke kaai baar hazar ke aage pahuche ke ab shayad kuch naya mile par nahi .  .  . saala wahi stage har baar  !  !  !  ! ;0
bhawnao me beh gya londa :p;1
Condom ke add par agar tere ghar walo ne channel change na kiya hota to tu bach skta tha  -P ;2
Bas itna hi likhna hai ? ;0
Aap jaisa PM har desh ko milna chahiye,jo apne desh ke future ke liye itni kadi mehnat karke aisi scheme launch kar rhe hai.AAPKO PRAMAAM HAI MERA PM JI.;1
"vo 4 game :-) or mario ka flag ,  khichega to upar se ;-)";2
muze to bhashan sunke bahut hasi aya rahe the .   ? ;0
aap got more seats than the size of modi's chest lol #aapsweep;1
tum logo ne apni koi duka chalani h toh market me rent pe le lo yaay .  .  salo bhikhari khi k;2
app promised lot  , for those programme where is the money let ,  him first say about this  , every political parties only make promise to elected .  they enjoy the power for 5 yrs ,  after what happened these days we all know . ;0
Salam malikkum bhai jaan;1
i -may- be the only girl on the face of the earth that doesn't find channing tatum attractive .  #callmecrazy #justsayin #donthateme;2
jo sala khud ki security nhi kr paya vo ladies ki krega;0
#170   Can I join the admins in maintaining the page ?. I am currently in my 3rd year now , and can speak/write fairly good English . ;1
papa ne sahi time pe match ko sambhaal liya .  .  . nahi tow match gaya tha haath se :);2
"jinx is broken .  .  .  sa ki toh keh ke le li ;)";0
dal do sale ko jail me or lga do life time pratibnd;1
8th stage ka 3rd level kafi difficult hai :-);2
u r anarchist .  hate u kejru .  and also against industralization . ;0
Nhi launde ;1
bestest gag .  .  . haha sb yaad dila dia;2
salman sir aap kyo nai aiye online;0
Ye to confirm hit nhi jayegi kyunki koyi musalman bhai iski picture nhi dekhega;1
Koe bat nahi ;2
huh ?? well surely ab tumhra bhai tumhe blck mail kia krega bcha ab impact to tum pr aega lolzz ....  -p ;0
first tym laga guddu apni ma sei apni shadi ki baat kar raha hai;1
watch out for nigeria @someUSER gej pre recorded speech tomorrow live from the tape via nta .  @someUSER;2
Katrina ranvir ke saath hai..tum kya kor rahe ho;0
bilawal bhutto : lawange lawange! #kashmir lawange! yaar, pehle india ke wicket toh le lo #indvspak;1
addd me m bst liker;2
if pk movie is not banned then hindu dharam insulted again n again .;0
one f d finnest cnfsn til now(y ) thts cald DUC ..  -P ;1
#delhidecides . kiran bedi will discuss on floor of the house. @thekiranbedi le kar le bahas vidhan sabha mein.... haha ho ho hi hi.....;2
wrong news . ;0
Ramzan ka mahina dil khol kar Ibadat karo;1
Ayyo ;2
l ki power leke end krta h bc :d :p;0
sir agar aapke pas thoda sa time ho toh kripa karke es desh ki nojawaano ke liye bi kuch kariye.. jyada jankari ke liye kripyaa msg kariye mujhe;1
rt @himanshuasolia: #delhidecides so d delhi is going wid d anarchists !!!;2
chipke to the sab log but we #lost #game:-(;0
#93   I kissed my gf under Eiffel tower , something great to remember for rest of my life . We both are from IITB . ;1
Nice , Somesh Yadav   come up with some fancy quote and say that you can't measure anything . C'mon , you know what better looking and hot means . ;2
Bhosrdi k kya bolta hai musalmaan nich hai;0
Nahi .. jab koi kam start ho to bta diyo .. ;1
@gurmeetramrahim ji if v want 2 bcome happy v should all follow guruji..#msgyouthicon;2
ladki ki baat chood yaar aur ye bata yaar woh jo 3rd question tha .. uska ans kya tha .. ;0
gone, lbw! mohit sharma is the man! mustafa departs. #indvsuae #cwc15;1
Nog timeg tog celebrateg ;2
vote kisaano se batore...or ab sarkaar chahti hai uhni ke haat me aa jaaye katore... #landacquisitionbill #annareturns galat hai bhaiya;0
sharma ji kya peet rahe hai apne lal ko .  lolz . ;1
But hmko habitnhi h nwa ?? ;2
yeh salman khan ki purani aadat hai.... late aana :p;0
wish maddie luck next saturday ,  she has a solo audition for britain's got talent !  :) ~ ellie xxxxx;1
yess..!! amla b gya @chandankaushik !!! #indvssa #savsind #wontgiveitback tere liye live updates bhai :d;2
Mene kitni bar smjhaya tha rat ko chashma mt nikala kro animals njr ate hye ap ko firr;0
#unionbudget2015-16: no change in #incometax rates finance minister arun jaitley announced that there will be no... http://t.co/izwquzsi2h;1
come on #rohit... we want some mccullum type action today.. #indvsuae #cwc15;2
Iska film mat dekhna dosto;0
jo ganda log hai woh ganda hi rahega according to pychology u cant change anyones behavior woh act karege par change nhi hote !;1
"esiliye papa used to say ki tum baccho ko bigad dogi paisa de ke ;-)";2
ek mms par itna lafda q yar  .  .  .  r u all crazy;0
sem 2 u;1
5yr jail .... dats too short for 950 crore ..... dat ws nt cmplt justice ;2
guddu bhai aaj kal asleel ho gaye hain;0
i support kejriwal;1
anna hazare pakistan wale aapko president bnana chah rhe hain . ;2
d guy cmmtd suicide ..... ye nhi dikh raha kisi grl ko ...... thnk abt d crcmtances ..... ;0
bhai jaan kidhar ho aap;1
4 baj gaye lekin bhai abi aaye nahi...;2
Kiya bhai ouvesi sb par Gussa kiyu hu;0
#aapkishapath kal dilli dil se lenge shapath.. @arvindkejriwal ke saath.. saari desh dekh rahi hai... poori ummeeed ke saath.. #aapsweep;1
mere tv mein durdarshan channel b aata h .  .  . :-d chabad chabad;2
uae player: jaante ho uae mein aise rape ki kya sazaa hai? dhoni: yeh perth hai chutiye. #indvsuae #wewontgiveitback;0
ajinkya was faster than a jinkay #kannada #indvssa;1
Aap kahan hai hum aa gaya;2
Narendra Modi Yeh kya bakchodi pel rahe ho facebook pe, kaam karlo plz!;0
sala kya mind h;1
abhi chhat pr bhaagega guddu planes dekhne;2
Salman Khan Tum Kafir ho Muslim larki ko bagatai ho sharam karo aj be teezi see pilnai wala Religion islam hai;0
aap mere gao ki kahani p ek film bana do...;1
Mere se kyu ;2
aap n aap(ak) sabse bade beep ho .  .  this will be ur last election .  mark my words  .  .  after feb 10 u ll not be seen anywhere in india apart frm getting slapped n inked on roads .  . ;0
group me 1 friend hota hai jo khata pita rehta hai usko aur kisi cheez ne matlab nahi hota;1
madat karo khusi milega app ne bolatha but madat karene se dukhu badha jata he kay karu bhai.???????? plz reply bhai;2
uss time aap hoti ti kejriwal se iski jaanch karwatey .  .  .  sabse bada scam to yehi hai ji bhartiya itihaas ka .  .  .  hum to kab se keh rahe hain;0
Jaaa ;1
leave or live !! bt aj teri galti maaf ... kyuki mater sahi laya h ... india progress ki jagah degrade ho ra h ..... i agree wd wat u'r sayng .... sahi h tu ;2
Dance ;0
finally in bed .  such a long day ,  but so much was accomplished .  athens tomorrow !  ! ;1
ha ha ha  .  .  .  ab yeh kahaan se aaya ?  attention monger  ?  ?  ? ;2
Chutiya banadiya sab ko;0
pass ;1
"from the age of this cartridge wale games to today;s online games .  .  .  i am still searching for those games mentioned in the pictures  .  .  .  contra ke naam pe arnold ki picture laga ke dete the :d";2
yaaar guddu ,  tuney to apne section ki izzat mitti mei milaadi dusre section se chalk maang k .  .  . ;0
priya narandra modi pm ji apkaisa ho good night;1
raat k 12 bje b kr lenge ...ap aao to sahi;2
a 10-minute break. because the match has been so boringly one-sided, you deserve a nap. #cwc15 #indvsuae;0
tu nikhil bhai ko janta h na wo maar daltaaa ;1
api integration hua to hai but .. jada sms credits nahi honge .. it seems hume kuch kharidna padega ;2
haha chay wala pm ban gaya lekin fitrat nahi gayi haha;0
MacBook Air pro. ;1
#msg3successfulweeks maine dekho paya 2 jahan se sohna yaar @gurmeetramrahim iss yaar ko pane liye maine kiya lamba intezar	2	0;2
so some residents of delhi are requesting the new aap govt to reduce traffic. kya nayi gaadi kharidna ban karne sarkar?😐 #aapsweep;0
Kya guarantee hai ki sab questions ka answer aap hi denge???koi dusra bhi toh de sakta hai???;1
rt @insan_divya: #msg3successfulweeks mere satguru jaha, nijdham waha, tere charnan mein mere dono jaha. @gurmeetramrahim	2	1;2
Are ka bhi ? ;0
"sarah g .  day last sunday !  !  monday !  !  tuesday !  !  wednesday !  !  & xempre ngaung thursday !  !  kip it up poptsers !  ! &lt;3";1
rt @kamalinsan07: #msg3successfulweeks pitag aap karte kamaal ho	2	1;2
@someUSER right !  where is the 2nd vita heaven ?  vita is a zombie right now .  maybe sony is busy on the ps4 and just forgot about the vita . ;0
Salman bhai kahan hooo ...... 6 baj gaye ab 1 ghanta gaya to iftar ka time hota please ek reply dedijiye,, please bhaijaan ........;1
rt @ssinsan777: @gurmeetramrahim jaha sar jhuk jaye wahi khuda ka ghar h jaha nadi mil jaye wahi samundar hain.. #msg3successfulweeks	1;2
or bta ;0
yeh sharma ji ka bahuchahrchit launda har society main hota hain .  . ;1
rt @chilanashafali: #msg3successfulweeks ...na hindu..na sikh...na essaii..na musalman ..burai pe jo utar ayye bura hota h vo insan..	2	-1;2
jitni gaaliya mms ne 10 saal mein nahi khayi hogi usse jayada to namo ne 10 mahine mein kha li hai #superbudget #unionbudget2015;0
omg the music video comes out tomorrow !  btw i still can't get over harry's voice :') http/URL;1
rt @chhabrariya77: #msg3successfulweeks meri saans me tu... dhadkan vi tu .... zindgi. ... jaan vi tu...	2	1;2
Surprise uhh ;0
Bhai ko mat bolo wo buzzy hoga aajaiga;1
rt @sanjaysainiinsa: 'shah satnam ji sarv-dharam sangam ashram', konark road puri, odisha #msg3successfulweeks	1;2
robert vadra ki toh nikal padegi iss #landacquisitionbill se. kya baat hai mill ke maaro sab;0
delhi kya desh ko bachayenge namo ,  gadhele akhbaar;1
@itwingdss @ambikainsan #msg3successfulweeks satguru aisa rahmokarm kr ki tere pyar muhumbat ki rah hm aise hi chalte jaye aur pyar m kho	1;2
Ye kya karenge ? ;0
wide ball ki eit is hillerious;1
piddly si batein audio .. http://t.co/73exub6yhq ... #shamitabh #bestsongofdecade	1;2
ye sb kohli ki wajah se hua hai .  .  .  .  wo dhoni ko hata k khud captain banna chahta hai .  .  .  . ;0
Arre ;1
#shamitabh mein pani chadhti hai.pani ka ling parivartan...hahaha #thokhindi	2	0;2
login karne ke baad aapke account me 150 ka free recharge add ho jayegaa;0
acha acha. . . ;1
@srbachchan: ... #shamitabh ....naam hi kaafi h ....bigbachchan....	2	1;2
bf chnge kr chnge kr liya ab usko toy frnd ki tarh use kr k yehi copy paste mar diyo galat baat h bhen yeh ;0
michael jackson radio may be one of the softest stations .  but got damn has some good jams . ;1
film ka story mast he aur aap bhi mast ho............;2
Koi change na kara ;0
celebrity juice is the highlight of my thursday night .  .  keith lemmon is hilarious hahaha;1
rt @anamika843: #msg3successfulweeks is a sign that humanity is still alive within millions with the grace of god @gurmeetramrahim;2
Bloody Government Karmachaari- sorry apke jo chance the wo bi khatam ... Tum bi jao pardesh .. ;0
admin itne din me q post krte ho;1
bhai totlly phadu super hero h nagraj ... hollywood ki trh bollywood me bhi inki muvies bnni chahiye ... wese doga ki new muvi bn rhi h nxt year tk ajayegi .... ;2
isko sirf mazaak hi udana aata hai;0
"chalo km se km ab to pak ke patake use ho gae honge;-)";1
tussi kamal ho faizal bhai  .  .  .  .  . ;2
Ihet salman tum is bar floap ho ha ha hamare city me nahi chalegi;0
bhaiyo ke bhai;1
ha use hi moti mt bol ;2
guddu pakka a seciton me hoga ,  aisi badmash prajati ke insaan a section me hi hote hai . ;0
oh great,,..har din apko dekh ke nai urja milta hai.ap jio hajoro sal sir ji or india ko biswa bijai banao..;1
Bhai jo apno se dur ho toh unka toh yahi ek zariya hai touch me rehne ka;2
Mammi b aisi Hi hain.. Khud b bmar gain ;0
Modi ji desh ke kanun me kuch Sridhar karyein;1
i grew up while watching @srbachchan movies... never saw his charm getting dull..!! he is truly a star..!!!! @dhanushkraja #shamitabh;2
aaj stuart binny ko khalana chahiye tha dekhna tha tond ke sath bhagte huye kaisa dikhta h #indvsuae;0
scrubbin to the max tomorrow cause i gotta work out and leave for a game . ;1
its too good man ese man ki desh ko jarorat he;2
Shahid kapoor ne tumhe invite nahi kiya @BB;0
great babulal meena;1
saaala free aata tha  .  . ;2
lady gaga fears classmates: los angeles ,  nov 1 (ians) singer lady gaga is still in touch with some people from h .  .  .  http/URL;0
jasmine curtis-smith is nominated as best new female tv personality (for nandito ako) in the 26th pmpc star awards for tv .  yay !  =));1
Weka tak nai chalra ;2
Lol  -D or lee number . #Gal Good job !! ( y ) ;0
"good morning thursday .   "" life is fragile .  we're not guaranteed a tomorrow so give it everything you've got .  ""  - tim cook [do it for jobs ! ]";1
@someUSER cant wait !  coming to see you in february from belgium ! ;2
arvind kejriwal is educated man not like some people who do politics for money .  .  .  b . j . p .  & congress are two side of same coin  , no enquiries against congress scams during 6 years government of atalji & now mr . modi  .  .  . be fooling public  .  .  . public of delhi is not foolish  .  .  . very understanding .  .  .  only aap has hope because for public grievances arvind kejriwal slept on road in delhi for winter night , no politician in india who taking panes for public .  .  . only making money by doing scams & corruption ,  every office is busy making money from bribe  .  .  . so , vote aap  .  .  . freedom from corruption . ;0
"i still remember the  "" chitra ki kunjiya ""  .  .  .  hahahahaha mast thi  .  .  .  nandlaal dayaram urf nd  .  .  .  kundrabawa  .  .  .  .  .  yahi chalti thi  .  .  saare holiday homework aur chapter ke last ke question answer sab tha  .  .  sabse patli yahi thi  .  .  baad me refreshers moti moti aane lagi .  .  :p :p";1
eid mubarak ho bhai jaan love u;2
American+en_suffix president ke India aaney pe kuttey tak ameriki+hi_suffix hi istemaal hotey hai uski security mai aur yahan mumbai police NYPD ka kaam kar rahi ai new york mai . ;0
ladkiya fir fail ho gyi lolz;1
i thought yeh meri hi school mein hota tha  .  .  i guess sab jagah same hi hai  ! ;2
Na bhai ?? ;0
matlab hadh ki bhi koi hadh hoti hain .  rula diya pagal . ;1
kachua sir angrezi bolta hai kyaa :p;2
